caption,aspect_list,tempo_tags,genre_tags,mood_tags,instrument_tags,tempo_tags_count,genre_tags_count,mood_tags_count,instrument_tags_count,aspect_list_count
An acoustic drum is playing a simple rock groove with some drum fills on the toms and snare along with a distorted e-bass and e-guitar playing the same line. Panned to the right side of the speaker you can hear a piano sound playing a little melody. A female voice is singing a happy sounding melody while male backing voices are supporting her. This song may be playing sitting in your room enjoying being at home alone.,"uptempo, rock, acoustic drums, e-bass",uptempo,rock,,"acoustic drums, e-bass",1,1,1,2,4
This folk song features a harmonica playing the main melody. This is accompanied by an acoustic guitar strumming chords. There are no other instruments in this song. This is an instrumental song. There are no voices in this song. The mood of this song is upbeat and happy. This song can be played in a movie scene involving a highway drive.,"upbeat, moderate tempo, folk song, no percussion, acoustic guitar, no voices","upbeat, moderate tempo",folk song,,"no percussion, acoustic guitar, no voices",2,1,1,3,6
"The Jazz song features a saxophone solo melody playing over shimmering hi hats, groovy bass and shimmering bells melody. It sounds passionate, soft, mellow and soulful.","jazz, soulful, passionate, soft, mellow, groovy bass",,"jazz, soulful","passionate, soft, mellow",groovy bass,1,2,3,1,6
"The instrumental music features a sort of calm before the storm. In the low register one can barely hear a double bass playing a long note softly. Another stringed instrument plays a short melody that fades out. A bigger group of strings then play a short long-note melody. The music is playing softly, almost quiet. This could work well as music for a movie scene.","movie music, strings, no voice",,movie music,,"strings, no voice",1,1,1,2,3
This amateur recording features a rock song. A repetitive phrase is played on the guitar. The first bar consists of only the guitar sound. The bass and percussion start playing after one bar. The bass plays one note in groups of twos. The percussion plays a groovy rock beat. The hi-hat is played in a group of four strokes on the closed hi-hat followed by one stroke on the open hi-hat. There are no voices in this song. The mood of this song is melancholic.,"slow tempo, rock, percussion, guitar, bass, no voice",slow tempo,rock,,"percussion, guitar, bass, no voice",1,1,1,4,6
This is a house music piece. There is a synth with a crisp sound playing the melody while a lot of turntable scratches can be heard in the background. An electronic drum beat with lots of snare beat repeat sounds provide the rhythm. The atmosphere is energetic and upbeat. This piece could be played at nightclubs or dance clubs.,"upbeat, dance, electronic, house, energetic, no singer, electronic drums",upbeat,"dance, electronic, house",energetic,"no singer, electronic drums",1,3,1,2,7
This clip features a melody played by violins and flutes. This is a low quality recording. There is no percussion in this song. Hand claps are played on every count. This is a folk song which has a happy mood. There is no voice in this song. This song can be used in a movie scene where somebody enters a castle to meet medieval royalty.,"moderate tempo, folk song, no percussion, no voices",moderate tempo,folk song,,"no percussion, no voices",1,1,1,2,4
This is a Western music piece performed live by an orchestra. There is a mandolin playing the main melody. Many strummed instruments such as acoustic guitar and ukulele are being played in the melodic background. These sounds evoke an adventurous feeling This piece could be used in the soundtrack of a Western movie/TV series. It could also suit well in the soundtrack of a wild west themed video game like Red Dead Redemption.,"movie music, acoustic guitar, no singer, bass guitar, orchestra",,movie music,,"acoustic guitar, no singer, bass guitar, orchestra",1,1,1,4,5
"A male singer sings Arabic vocals with backup singers in vocal harmony. The song is medium tempo with a steady drumming rhythm, percussive bass line, keyboard accompaniment and percussive hits. The song is an Arabic dance song.","medium tempo, dance music, exciting, keyboard accompaniment, male singer, steady drumming rhythm, groovy bass line",medium tempo,dance music,exciting,"keyboard accompaniment, male singer, steady drumming rhythm, groovy bass line",1,1,1,4,7
This song contains a minor chord composition on a acoustic piano. The drums is playing a slow groove with lot of pauses and a snapping snare sound. On top of that a male voice is singing in a higher pitch sounding sad. Male backing vocals are providing harmonie and support. This song may be playing with headphones during a breakup with a partner.,"slower tempo, pop, sad, acoustic drums, piano, male voice singing",slower tempo,pop,sad,"acoustic drums, piano, male voice singing",1,1,1,3,6
"This is the recording of an electronic dance music/rave party. The rhythmic background consists of a loud electronic drum beat. There is a synth playing a simple and repeated theme. The atmosphere is energetic. This piece could be played at nightclubs, dance clubs and rave events. It could also be playing at beach parties.","dance, electronic dance music, energetic, electronic drums",,"dance, electronic dance music",energetic,electronic drums,1,2,1,1,4
A male singer sings this spirited Latin vocal. The song is fast tempo with slick guitar strumming and percussive guitar accompaniment. The song is romantic and steeped in rich Latin classical music traditions. The song is about a Latin street musician playing folk music. The recording is of average quality.,"fast tempo, groovy music, folk music, passionate, emotional, romantic, male singer","fast tempo, groovy music",folk music,"passionate, emotional, romantic",male singer,2,1,3,1,7
"The low quality recording features a live performance of a pop song that consists of groovy synth bass, punchy snare, soft hi hats, heartbeat kick pattern, mellow sustained string melody and passionate female vocal singing over it. It sounds emotional, passionate and groovy thanks to that synth bass.","groovy synth bass, groovy, pop, passionate, emotional, punchy snare, passionate female vocal","groovy synth bass, groovy",pop,"passionate, emotional","punchy snare, passionate female vocal",2,1,2,2,7
This is a country music piece. There is a female vocalist singing melodically in the lead. The electric guitar is playing a simple tune with occasional fiddle tunes adding texture. The bass guitar is playing a simple bass line. There is a basic rock acoustic drum beat in the rhythmic background. It has a normal tempo. The atmosphere is easygoing. This piece could be used in the soundtrack of a teenage drama movie/TV series. It could also be used as an advertisement jingle.,"country, acoustic drums, bass guitar, electric guitar, female vocal",,country,,"acoustic drums, bass guitar, electric guitar, female vocal",1,1,1,4,5
"The low quality recording features a trap song that consists of flat male vocals, alongside wide harmonizing male vocals, singing over punchy 808 bass and repetitive synth lead melody in the background. There is a high pitched riser at the end of the loop. It sounds groovy and addictive thanks to that cadence.","groovy, trap, flat male vocal",groovy,trap,,flat male vocal,1,1,1,1,3
