caption,aspect_list,tempo_tags,genre_tags,mood_tags,instrument_tags
"A female singer sings this cool melody with backup singers in  vocal harmony. The song is medium tempo with a groovy bass line and  guitar rhythm, steady drums g rhythm and keyboard harmony. The song is catchy and has a dance groove. The song is a retro dance hit. The song has a poor audio quality issue.","dance rhythm, groovy drumming rhythm, passionate, female singer","dance rhythm, groovy drumming rhythm",,passionate,female singer
"This song is a spirited instrumental. The tempo is fast with enthusiastic brass harmony , with trumpet flourish, trombone and violins, cello and viola playing an upbeat melody along with vigorous drumming, piano accompaniment and cheerful, animated choral backup. The song is animated, vibrant, energetic and full of life. The sound of the hooves of horses and whistling indicates that this is Country music.","fast tempo, intense, cello, violin, orchestra, piano accompaniment",fast tempo,,intense,"cello, violin, orchestra, piano accompaniment"
"A male singer sings this cheerful children’s song.  The song is medium tempo with reggae inspired drumming rhythm, guitar accompaniment, groovy bass line and keyboard harmony. The song is exciting and cheerful. The song is a children’s dance song.","groovy bas slime, dance rhythm, movie soundtrack, exciting, cheerful, positive, male singer","groovy bas slime, dance rhythm",movie soundtrack,"exciting, cheerful, positive",male singer
"This song contains a piano playing minor chords with a lot of reverb, a synthesizer playing a countermelody with short notes and something like a processed and cut voice sample that gets repeated in a very short and rhythmical ways serving as percussive element and is panned to the left and the right side of the speakers along with white noise processed with delay. For a moment a short digital bass sound is coming in. This song may be playing in a club.","uptempo, melancholic, piano, bass",uptempo,,melancholic,"piano, bass"
A lot of percussive instruments are being played and panned to the left and right side of the speakers. A funky bassline is repeating the same pattern with fill-ins. An acoustic guitar is strumming funky chords and another guitar-like instrument is playing a melody on top. Male voices are singing in unison and kids voices are responding as backing vocals. This is an amateur recording.,"medium to uptempo, pop, e-bass",medium to uptempo,pop,,e-bass
"This music is an electronic instrumental; the tempo is medium with a solo electric guitar lead and no accompanying instruments. The music is melodic, rhythmic, and groovy.","groovy, jazz, reggae, rock, funk, heavy metal, electric guitar",groovy,"jazz, reggae, rock","funk, heavy metal",electric guitar
A male beatboxer creates a cool groove with animated sounds like grunting and mouth percussion. The song is medium tempo with no other instrumentation. The song is energetic and passionate. The song has bad audio quality.,"beatboxing, medium tempo, groovy rhythm, ambient noises, energetic, passionate, male singer","beatboxing, medium tempo, groovy rhythm",ambient noises,"energetic, passionate",male singer
"This music clip is an electric guitar solo lead instrumental. The tempo is fast with the guitarist playing a very emphatic, intense riff. No other instruments have been used. The music is loud, intense, engaging and catchy.","medium tempo, pop, country, jazz, blues, rock, hard rock, intense, heavy metal, electric guitar",medium tempo,"pop, country, jazz, blues, rock","hard rock, intense, heavy metal",electric guitar
"This song contains a fast and silent jazz drum rhythm with a fast groove on the ride. Someone is playing an arpeggio melody on an acoustic piano in the midrange, adding a little melody on top being played in the upper register. A upright bass is playing a walking bassline. A saxophone is playing the main melody. This song may be playing live as a concert.","fast tempo, jazz, calm, acoustic drums",fast tempo,jazz,calm,acoustic drums
"A male vocalist sings this soft country song. The tempo is slow with a gentle acoustic guitar and resonator rhythm, subtle keyboard, soft drumming, tambourine beats and soft auto harp strains. The vocals are mellow, gentle, sentimental, emotional, poignant, melancholic and nostalgic. This song is a Classic Country song.","slow tempo, mellow, emotional, soft, sentimental, poignant, steady drumming, tambourine, male singer, keyboard harmony, acoustic guitar",slow tempo,,"mellow, emotional, soft, sentimental, poignant","steady drumming, tambourine, male singer, keyboard harmony, acoustic guitar"
"A female singer sings this lilting melody. The song is medium tempo with a string section playing an emotional harmony, piano accompaniment and steady bass line playing rhythmically. The song is emotional and heartfelt. The song is a movie soundtrack but has a poor audio quality.","medium tempo, groovy, pop song, movie soundtrack, romantic, emotional, passionate, female singer","medium tempo, groovy","pop song, movie soundtrack","romantic, emotional, passionate",female singer
"A male vocalist sings this mesmerising song. The tempo is slow with synthesiser articulation. The song is meditative, ethereal,mesmerising,captivating, futuristic, hypnotic and psychedelic. The incessant vocal riff and droning music give it a trance vibe. This song is a Trap Pop.","slow tempo, trap, electronic music, trance, r&b, ethereal, psychedelic, meditative, hypnotic, male vocalist",slow tempo,"trap, electronic music, trance, r&b","ethereal, psychedelic, meditative, hypnotic",male vocalist
"A male singer sings this pop melody with backup singers with vocal harmony. The song is medium, with a keyboard accompaniment , steady drumming rhythm and strong bass line. The song is passionate and cheerful. The audio quality is poor.","medium tempo, movie soundtrack, energetic, emotional, passionate, steady drumming rhythm, male singer",medium tempo,movie soundtrack,"energetic, emotional, passionate","steady drumming rhythm, male singer"
Someone is playing a clean e-guitar that is doubled and panned to both sides of the speakers. A female voice is singing in the mid to high range. This song may be playing at a live performance.,"medium tempo, pop, e-guitar",medium tempo,pop,,e-guitar
A male vocalist sings this  spirited song. The tempo is medium fast with an acoustic and electric guitar flourish with a bass cello. This bit is the end of the song as the musician plays a closing riff and the sound of clapping and cheering can be heard. This song is an enthusiastic live performance of an energetic Soft Rock.,"medium fast tempo, contemporary, blues, rock, soft rock, energetic, acoustic guitar, male vocalist, electric guitar, cello","medium fast tempo, contemporary","blues, rock","soft rock, energetic","acoustic guitar, male vocalist, electric guitar, cello"
